WD_YM,UTIZN_CO_APRVNO,CALT_METH_NM,WD_BANKCD,DPOST_BANKCD,TRNSR_REQ_AMT
201901,14001635,익일정산,ZVX,CVN,34250792
201901,11001212,익일정산,CAZ,VEA,1000
201901,12000582,익일정산,KYG,BVI,13780618
201901,12000786,익일정산,RII,FYT,316807
201901,50000001,익일정산,CVN,KYG,1000
201901,50000001,익일정산,SHK,EEB,1086466
201901,14000728,익일정산,CAZ,SHK,1000
201901,59000001,익일정산,KYG,JVP,467630
201901,15201276,익일정산,BVI,BVI,2568863
201902,17000262,익일정산,VEA,SHK,1000
201901,20000367,익일정산,CVN,IEK,11654016
201901,59000001,익일정산,RBR,BVI,1625511
201902,14000915,익일정산,QOB,SHK,3755
201901,17000082,익일정산,KYG,VEA,11283511
201901,11900111,익일정산,KYG,CVN,1285275
201901,15300401,익일정산,SHK,SHK,10960293
201901,20000464,익일정산,KYG,SHK,2775297
201901,15301093,익일정산,SHK,CVN,8260528
201901,12001288,익일정산,CAZ,IEK,1000
201901,59000001,익일정산,VEA,EEB,1115747
201901,15201214,익일정산,HZI,IEK,84919912
201901,12000568,익일정산,RII,BVI,1402523
201901,12000665,익일정산,KYG,JVP,28590632
201901,12000627,익일정산,VEA,CVN,1000
201901,15201342,익일정산,VEA,TGT,81305
201901,15201245,익일정산,KYG,SHK,543527
201901,12000388,익일정산,IEK,IEK,608879
201901,12000928,익일정산,AIG,BVI,2097386
201901,15200082,익일정산,BVI,JVP,2858950
201901,17000307,익일정산,JVP,VEA,2012285
201901,12000032,익일정산,JVP,QDF,43328918
201901,12000018,익일정산,VEA,IEK,53288
201901,14001846,익일정산,CBX,SHK,1000
201901,15600059,익일정산,JOR,BVI,952164
201901,14001268,익일정산,IDN,BVI,96700
201901,53000001,익일정산,QDF,JVP,1000
201902,17000345,익일정산,FYT,CVN,633436
201901,12001354,익일정산,TGT,BVI,219884
201901,15201342,익일정산,EEB,XIE,115362
201901,15201342,익일정산,ZVX,TGT,925606
201901,50000001,익일정산,ZVX,KYG,484847
201901,12000032,익일정산,JVP,VEA,10128726
201901,15201328,익일정산,SHK,CVN,233535047
201902,17000411,익일정산,QOB,SHK,605943071
201901,11001184,익일정산,HZO,JVP,1000
201901,12000115,익일정산,FYT,BVI,3869407
201902,53000001,익일정산,FYT,KYG,1000
201901,17000134,익일정산,RII,SHK,2197631
201901,12001288,익일정산,VEA,IEK,40317594
201901,12000658,익일정산,VEA,CVN,17958820
201901,15201155,익일정산,NXL,CVN,135136
201901,12000748,익일정산,BVI,XIE,776675
201901,12000340,익일정산,IEK,BVI,6336059
201901,12000032,익일정산,CVN,VEA,36578340
201901,17000352,익일정산,JVP,CVN,1000
201901,17000082,익일정산,VEA,VEA,146549
201901,12001288,익일정산,HZI,IEK,12213040
201901,51000001,익일정산,CVN,IEK,1505117
201901,20000523,익일정산,IEK,BVI,907332
201902,15201269,익일정산,FLX,BVI,1000
201901,12001288,익일정산,IEK,VEA,1000
201901,17000338,익일정산,CVN,CVN,37540841
201901,15200840,익일정산,JVP,CVN,11173429
201901,12000212,익일정산,ZVX,SHK,2358493
201901,21900260,익일정산,GPM,IEK,1387919
201901,14001635,익일정산,CAZ,CVN,1535987
201901,15201342,익일정산,SHK,TGT,217045
201901,14001628,익일정산,QDF,BVI,1376610
201901,11001298,익일정산,QDF,VEA,77061913
201902,17000369,익일정산,PNA,SHK,1000
201901,12000371,익일정산,BVI,BVI,17057332
201902,12000333,익일정산,CAZ,IEK,12203422
201901,12001198,익일정산,SHK,BVI,81733
201902,15201487,익일정산,ZDD,QDF,1716945
201901,14001251,익일정산,CVN,SHK,1552691
201901,14001936,익일정산,CAZ,BVI,11988500
201901,50000001,익일정산,RII,RII,895759
201901,14001275,익일정산,GPM,SHK,1000
201901,12000388,익일정산,JOR,SHK,1000
201901,14001718,익일정산,VEA,IEK,32085104
201901,53000001,익일정산,RII,BVI,718371
201901,17000134,익일정산,SHK,BVI,239900455
201901,15201328,익일정산,VEA,CVN,5216293
201902,12001288,익일정산,BVI,IEK,34342757
201901,12000018,익일정산,EEB,CVN,1742463
201901,15600011,익일정산,QDF,BVI,42298684
201901,12001022,익일정산,FYT,VEA,11895309
201901,59000001,익일정산,KYG,AHN,1000
201901,12000025,익일정산,JVP,BVI,108230817
201901,15200594,익일정산,JVP,SHK,32415040
201901,12001288,익일정산,JVP,JVP,7466122
201901,17000390,익일정산,BVI,JVP,28670287
201901,12000063,익일정산,IUR,VEA,2008177
201901,20000042,익일정산,IUR,BVI,92271842
201901,11000699,익일정산,ZVX,VEA,2528369
201901,12001112,익일정산,VEA,HZI,7114352
201901,14001846,익일정산,AIG,SHK,1000
201901,14000801,익일정산,ZVX,SHK,273608
201901,14000780,익일정산,SHK,SHK,8163697
201901,14000517,익일정산,HZI,VEA,33078204
201901,15600059,익일정산,GPM,BVI,1000
201901,12000274,익일정산,KYG,VEA,2065647
201901,26000013,익일정산,ZDD,BVI,268987
201901,12000281,익일정산,SHK,CVN,2149593
201901,12000665,익일정산,KYG,SHK,1000
201901,15200020,익일정산,CBX,BVI,22867795
201901,14000690,익일정산,JVP,VEA,31012659
201902,17000307,익일정산,SHK,BVI,31756694
201901,11001063,익일정산,FLX,CVN,2869063
201902,12000641,익일정산,QOB,BVI,14735868
201902,15201342,익일정산,IUR,FYT,3465833
201901,15201342,익일정산,ZVX,SHK,1000
201901,20000011,익일정산,RII,IEK,2713836
201901,17000345,익일정산,KYG,JVP,2375042
201901,17000255,익일정산,VEA,IEK,1000
201901,20000132,익일정산,QDF,BVI,13759344
201901,15201252,익일정산,IUR,CVN,1703352
201901,15201342,익일정산,CVN,XIE,121552
201901,14001268,익일정산,KYG,QDF,1247301
201901,12000928,익일정산,FYT,CVN,783583
201901,50000001,익일정산,AHN,SHK,1000
201901,50000001,익일정산,HZO,IUR,1000
201901,12000032,익일정산,CVN,ZVX,45193360
201901,11001212,익일정산,FLX,SHK,2821001
201901,12001288,익일정산,JVP,VEA,16508851
201901,12000153,익일정산,JVP,VEA,11247757
201901,12000032,익일정산,IEK,HZI,695209
201902,12000032,익일정산,IEK,XIE,35275608
201901,17000158,익일정산,VEA,VEA,3593936
201901,14000797,익일정산,JVP,BVI,7557852
201902,50000001,익일정산,IEK,HZI,645690
201901,14000801,익일정산,SHK,RII,33486911
201901,12001354,익일정산,FYT,VEA,6250024
201902,14001635,익일정산,FYT,JVP,1193297
201901,15300342,익일정산,JVP,VEA,352046
201901,17000110,익일정산,JVP,VEA,2145412
201901,11900083,익일정산,AHN,JVP,1000
201901,15201463,익일정산,YCA,VEA,1000
201901,15200466,익일정산,JVP,CVN,10639561
201901,11001063,익일정산,SHK,SHK,1000
201902,12000243,익일정산,IEK,SHK,791775
201901,12000063,익일정산,HQI,KYG,1000
201901,12001008,익일정산,IDN,CVN,713204212
201902,53000001,익일정산,BVI,IEK,1000
201901,14001846,익일정산,AIG,BVI,836039
201901,15201342,익일정산,CBX,JVP,1000
201902,12000274,익일정산,CAZ,CVN,1000
201901,12000056,익일정산,GPM,JVP,145796
201901,14001635,익일정산,RII,BVI,1000
201901,11900111,익일정산,BVI,RII,2888038
201901,12001112,익일정산,CVN,JVP,49969962
201901,17000020,익일정산,IUR,SHK,1316836
201901,12001330,익일정산,KYG,FYT,2366252
201901,14001642,익일정산,SHK,BVI,2869836
201901,12000551,익일정산,KYG,CVN,24211015
201901,14001846,익일정산,XIE,BVI,638256
201901,12000032,익일정산,HZI,FLX,13149119
201901,14000797,익일정산,TGT,BVI,2028965
201901,14000690,익일정산,SHK,VEA,20255710
201901,17000255,익일정산,KYG,IEK,1136358
201901,12001198,익일정산,RII,SHK,340885
201901,12000333,익일정산,CAZ,JVP,181571
201901,15201155,익일정산,ZDD,ZVX,1000
201901,14000915,익일정산,ZDD,SHK,2157982
201901,51000001,익일정산,KYG,CAZ,609959
201901,15201342,익일정산,KYG,CVN,1000
201901,17000404,익일정산,KYG,IEK,498269
201901,12000689,익일정산,FLX,SHK,1556287
201902,15201342,익일정산,KYG,TGT,1957540
201901,15200435,익일정산,BVI,CVN,18803023
201901,15700018,익일정산,IEK,BVI,18509658
201901,12000388,익일정산,QDF,BVI,585958
201901,14001185,익일정산,QDF,BVI,115497289
201901,12000326,익일정산,IGI,BVI,411159
201901,14001185,익일정산,CBX,BVI,36204149
201902,14001718,익일정산,HZO,SHK,358440
201902,20000028,익일정산,IEK,CVN,1070134
201901,11001184,익일정산,GPM,IEK,1000
201901,12000582,익일정산,IEK,CVN,10443187
201901,12000599,익일정산,JVP,CVN,41483817
201901,14000915,익일정산,HZO,BVI,832905
201901,12001288,익일정산,JVP,VEA,757395
201901,14001628,익일정산,ZVX,CVN,1464992
201901,12001288,익일정산,CVN,CVN,9604036
201901,14001846,익일정산,EEB,BVI,3130831
201901,50000001,익일정산,KYG,TGT,1821580
201901,14001569,익일정산,CAZ,SHK,1000
201901,12000025,익일정산,JVP,CVN,37178780
201901,15700018,익일정산,KFW,BVI,2317718
201901,59000001,익일정산,KYG,CAZ,847812
201901,15201342,익일정산,SHK,ZDD,317812
201901,17000134,익일정산,SHK,BVI,1000
201901,17000442,익일정산,QDF,CVN,1000
201902,21900260,익일정산,ZDD,SHK,551442
201901,14001569,익일정산,CBX,XIE,852870
201901,11900083,익일정산,FYT,FYT,355429
201901,14000832,익일정산,XIE,IEK,514628
201901,17000369,익일정산,SHK,JVP,430639
201901,15201342,익일정산,IUR,TGT,1000
201901,15200217,익일정산,TGT,CVN,183444
201901,12000094,익일정산,CAZ,BVI,762732
201902,15201155,익일정산,BVI,ZVX,186801587
201901,12000302,익일정산,HZO,BVI,1584721
201901,50000001,익일정산,IEK,EEB,1000
201901,12001053,익일정산,JVP,HZI,51933152
201901,14001635,익일정산,FLX,BVI,2168
201901,59000001,익일정산,RII,SHK,3176671
201901,14001635,익일정산,QDF,SHK,1000
201901,15200466,익일정산,QOB,SHK,976254
201901,12000658,익일정산,HZI,VEA,2126208
201901,51000001,익일정산,EEB,VEA,719741
201902,11900111,익일정산,QDF,CVN,1000
201901,21900170,익일정산,AHN,QDF,1000
201901,12000755,익일정산,IUR,CVN,1000
201901,17000134,익일정산,GPM,ZVX,1668617
201901,20000035,익일정산,VEA,CVN,41307703
201902,15200099,익일정산,VEA,BVI,916241
201901,21900260,익일정산,NXL,BVI,2338
201901,50000001,익일정산,CAZ,VEA,615165
201901,15300892,익일정산,HZI,CVN,34910324
201902,50000001,익일정산,AHN,KYG,1000
201901,12000250,익일정산,IUR,VEA,32621896
201901,15600028,익일정산,IEK,CVN,13319535
201901,21000063,익일정산,SHK,BVI,1822366
201901,14001493,익일정산,JVP,CVN,13682984
201901,21000070,익일정산,VEA,HZI,10615271
201901,20000132,익일정산,XIE,BVI,1269171
201901,17000231,익일정산,GPM,IEK,1000
201901,15201342,익일정산,KYG,JVP,422783
201901,15201342,익일정산,KYG,XIE,1165660
201901,51000001,익일정산,VEA,VEA,624099
201901,11001212,익일정산,JVP,IEK,1777427
201902,12000212,익일정산,IEK,BVI,1289930
201901,50000001,익일정산,HZI,HZI,40557248
201901,11001212,익일정산,QDF,RII,2253666
201902,12001271,익일정산,HZO,SHK,1369644
201901,21000032,익일정산,CVN,BVI,1884255
201901,15600011,익일정산,KYG,BVI,2296002
201901,15200532,익일정산,IUR,CVN,15350137
201902,12001288,익일정산,SHK,JVP,4711129
201901,14001642,익일정산,KFW,BVI,1000
201901,51000001,익일정산,KYG,CVN,1000
201901,20000066,익일정산,SHK,EEB,1246560
201901,17000338,익일정산,VEA,IEK,163604
201901,20000042,익일정산,SCD,BVI,47456232
201901,22000091,익일정산,VEA,CVN,37814494
201901,50000001,익일정산,IEK,QDF,11196886
201901,12000582,익일정산,HZI,IEK,39791393
201901,12000665,익일정산,TGT,JVP,23761975
201902,15600011,익일정산,FLX,VEA,1784986
201901,12000122,익일정산,IUR,QDF,23761
201901,15201342,익일정산,VEA,HZO,817322
201901,50000001,익일정산,SHK,HZI,1000
201901,21900329,익일정산,BVI,SHK,1000
201901,15200840,익일정산,JVP,IEK,329053
201901,17000338,익일정산,IEK,VEA,35352303
201901,15200985,익일정산,IEK,IEK,9157476
201901,15200435,익일정산,XIE,BVI,227783
201901,12001288,익일정산,CVN,CVN,503753
201901,14001756,익일정산,JVP,VEA,35632586
201901,12001288,익일정산,JVP,SHK,2737773
201901,21000032,익일정산,SHK,BVI,2498101
201901,15201342,익일정산,ZVX,KYG,400154
201901,12000212,익일정산,CVN,CVN,3578888
201901,15201342,익일정산,KYG,TGT,1000
201901,21900260,익일정산,CVN,VEA,5649741
201901,11001063,익일정산,IUR,CVN,1944426
201901,20000253,익일정산,KFW,RII,8847148
201901,12000032,익일정산,HZI,VEA,14842607
201901,20000222,익일정산,SHK,SHK,1000
201901,17000013,익일정산,KYG,CVN,1000
201902,14001943,익일정산,CAZ,CVN,1000
201901,21900374,익일정산,EEB,VEA,13658409
201901,12000357,익일정산,BVI,JVP,1000
201902,12000267,익일정산,SHK,CVN,9813506
201901,50000001,익일정산,VEA,SHK,34119690
201901,21900149,익일정산,IEK,IEK,1000
201901,14000517,익일정산,JVP,JVP,1136998
201901,20000066,익일정산,QDF,IEK,9692111
201902,20000080,익일정산,FLX,BVI,1000
201901,50000001,익일정산,CVN,IUR,1000
201901,15201245,익일정산,RII,BVI,1000
201901,12000911,익일정산,TGT,VEA,2077414
201901,12000696,익일정산,SCD,IEK,2869214
201901,12000658,익일정산,IUR,FYT,1000
201902,14001846,익일정산,AIG,BVI,407134
201901,14001846,익일정산,KYG,SHK,498936
201901,21900170,익일정산,HZO,VEA,1000
201901,14001756,익일정산,XIE,BVI,1195280
201901,15201245,익일정산,ZDD,SHK,1364852
201902,14001590,익일정산,SHK,BVI,12623080
201901,15201342,익일정산,KYG,RII,757751
201901,15200103,익일정산,VEA,SHK,23655495
201901,20000066,익일정산,RII,IEK,159563
201901,50000001,익일정산,IUR,QDF,101805
201902,15201456,익일정산,XIE,IEK,3679595
201901,15300342,익일정산,VEA,SHK,72856054
201901,12001323,익일정산,SHK,QDF,1000
201901,15600028,익일정산,BVI,IEK,3159329
201901,14001846,익일정산,HZI,VEA,338601
201901,15300373,익일정산,SHK,SHK,3363604
201901,53000001,익일정산,ZDD,JVP,25231907
201901,12000032,익일정산,JVP,RII,1000
201901,59000001,익일정산,ZDD,EEB,1396547
201901,21900035,익일정산,HZO,SHK,1355993
201902,50000001,익일정산,KYG,RII,1000
201901,50000001,익일정산,KYG,HZO,71946
201901,15200020,익일정산,JVP,KYG,1000
201901,11000097,익일정산,VEA,BVI,265780
201901,11001298,익일정산,VEA,CVN,14106463
201901,12000997,익일정산,VEA,QDF,7387038
201901,53000001,익일정산,KYG,CVN,1000
201901,15200020,익일정산,BVI,BVI,1000
201902,20000011,익일정산,BVI,SHK,759086
201901,12000122,익일정산,JVP,HZI,621246
201901,15200217,익일정산,AHN,JVP,2887285
201901,50000001,익일정산,SHK,IUR,1000
201901,59000001,익일정산,TGT,CVN,1000
201902,12001257,익일정산,CBX,JVP,1420363
201901,20000028,익일정산,YCA,BVI,1235739
201902,17000352,익일정산,IEK,CVN,44405280
201901,15201342,익일정산,FYT,RII,1000
201901,11000741,익일정산,IUR,BVI,14345417
201901,52000001,익일정산,SHK,KYG,1000
201902,50000001,익일정산,ZVX,HZI,1000
201901,51000001,익일정산,AIG,KYG,3020522
201901,50000001,익일정산,VEA,FYT,1000
201901,14001642,익일정산,SCD,BVI,1000
201901,22000091,익일정산,CAZ,IEK,1000
201901,12001295,익일정산,IDN,BVI,1000
201901,12000032,익일정산,SHK,ZVX,2435723
201901,21900170,익일정산,JVP,SHK,27117766
201901,15700018,익일정산,KYG,IEK,1642938
201902,12001378,익일정산,SHK,SHK,23954013
201901,11001212,익일정산,IEK,CVN,738845
201901,53000001,익일정산,RII,SHK,691409
201901,50000001,익일정산,CAZ,HZI,1000
201901,17000411,익일정산,YCA,BVI,658594
201901,20000132,익일정산,CBX,BVI,101492684
201901,12000973,익일정산,QDF,BVI,2753291
201901,12001295,익일정산,JVP,JVP,1000
201901,15201342,익일정산,JOR,XIE,1188602
201901,12001288,익일정산,RII,IEK,1000
201902,51000001,익일정산,JVP,FLX,12146214
201901,15200217,익일정산,FLX,SHK,1231337
201901,14000915,익일정산,BVI,SHK,177886
201901,14001493,익일정산,JVP,VEA,15110457
201901,14001701,익일정산,KFW,JVP,2495620
201901,15201342,익일정산,IUR,ZDD,1000
201901,20000253,익일정산,AHN,CVN,1000
201901,15201342,익일정산,ZDD,CVN,1000
201901,15201342,익일정산,IUR,KYG,1000
201901,17000020,익일정산,RII,SHK,41761825
201902,12000551,익일정산,YCA,JVP,1000
201901,53000001,익일정산,KYG,JVP,1000
201901,12000032,익일정산,JVP,ZVX,48392480
201901,14001770,익일정산,RII,VEA,2959615
201901,14000780,익일정산,JVP,IEK,8728943
201901,51000001,익일정산,ZVX,CVN,335287
201901,51000001,익일정산,JVP,SHK,7467112
201901,14001590,익일정산,IEK,KYG,10897072
201901,15201342,익일정산,KYG,HZO,1000
201902,12000018,익일정산,SHK,BVI,1000
201901,12001288,익일정산,JVP,VEA,22819158
201902,17000307,익일정산,PNA,BVI,26607685
201901,59000001,익일정산,QDF,HZO,1000
201901,12001288,익일정산,ZVX,SHK,527249
201901,20000035,익일정산,EEB,CVN,1179215
201901,12000243,익일정산,SHK,VEA,8335603
201901,51000001,익일정산,ZVX,ZVX,7213148
201901,14001310,익일정산,IUR,BVI,2119490
201901,15201245,익일정산,HZI,IEK,129668416
201901,15600011,익일정산,JVP,BVI,17950142
201901,17000338,익일정산,AIG,BVI,115368395
201901,53000001,익일정산,FYT,BVI,1000
201901,14000728,익일정산,SHK,SHK,8313303
201901,12001288,익일정산,ZVX,IEK,682394
201901,12001053,익일정산,CVN,ZVX,12341626
201901,15600011,익일정산,KFW,BVI,566877
201901,20000253,익일정산,JVP,CVN,1000
201901,12001309,익일정산,KCK,BVI,1437360
201901,12000793,익일정산,HZO,VEA,551396
201901,12000599,익일정산,FLX,IEK,718947
201901,50000001,익일정산,AHN,VEA,1000
201901,12000191,익일정산,JVP,BVI,8111149
201901,51000001,익일정산,YCA,VEA,22859314
201901,12001361,익일정산,RII,VEA,411529
201901,14001185,익일정산,HQI,BVI,1599212
201901,17000262,익일정산,JVP,BVI,219299673
201901,11001212,익일정산,IEK,VEA,10331379
201901,12001309,익일정산,FYT,CVN,1000
201901,12000689,익일정산,VEA,IEK,1755792
201902,12000032,익일정산,ZVX,FLX,2902054
201901,21900260,익일정산,PNA,IEK,1000
201901,12000395,익일정산,CVN,HZI,1000
201902,15201342,익일정산,KYG,FYT,16834
201901,12000032,익일정산,VEA,VEA,33261819
201901,20000080,익일정산,JVP,BVI,11000087
201902,15200985,익일정산,VEA,CVN,8092536
201901,15200020,익일정산,IGI,IEK,1000
201901,15201342,익일정산,JVP,QDF,12332919
201901,12000696,익일정산,IUR,KYG,1000
201901,20000011,익일정산,IEK,BVI,1625221
201901,15300892,익일정산,IEK,IEK,30288710
201901,12000025,익일정산,JOR,CVN,17662182
201901,15201342,익일정산,JVP,TGT,421650
201902,12000056,익일정산,KYG,IEK,1000
201901,14001770,익일정산,XIE,SHK,364734
201902,14001569,익일정산,IEK,CVN,1000
201901,12000184,익일정산,JVP,KYG,622238
201901,15201162,익일정산,EEB,SHK,84190728
201901,15201269,익일정산,IUR,SHK,277190
201901,12000032,익일정산,HZI,FLX,16425011
201901,17000345,익일정산,KYG,SHK,4056940
201901,17000262,익일정산,ZDD,BVI,2243105
201901,15201342,익일정산,SHK,CBX,2511315
201901,14001770,익일정산,RII,CVN,1631587
201901,15201342,익일정산,BVI,AHN,1000
201901,50000001,익일정산,SCD,VEA,1000
201901,20000239,익일정산,AHN,KYG,1000
201901,15300892,익일정산,QDF,BVI,2098259
201902,20000080,익일정산,JVP,CVN,32669719
201901,17000231,익일정산,SCD,BVI,1608237
201902,53000001,익일정산,RII,VEA,20462210
201901,15201342,익일정산,KYG,HZO,2402833
201902,14001611,익일정산,SHK,CVN,1000
201901,12000032,익일정산,HZO,CVN,1000
201901,20000028,익일정산,EEB,IEK,223358
201901,15201214,익일정산,CVN,SHK,1000
201901,22000226,익일정산,VEA,BVI,2727049
201901,12000762,익일정산,VEA,CVN,1000
201901,14001310,익일정산,KYG,IEK,1000
201902,14001877,익일정산,RII,BVI,367845
201901,20000211,익일정산,SHK,SHK,8128250
201902,12001295,익일정산,IEK,SHK,1000
201901,15201342,익일정산,CVN,JVP,1624201
201901,14000832,익일정산,BVI,SHK,1000
201901,15200293,익일정산,SHK,VEA,130632
201901,15200525,익일정산,QDF,VEA,1754230
201901,20000011,익일정산,CVN,BVI,37937654
201901,51000001,익일정산,RII,IEK,2305567
201901,15200428,익일정산,BVI,SHK,30727154
201901,15201342,익일정산,QDF,VEA,9286733
201901,21900374,익일정산,SHK,CVN,8131734
201901,15600042,익일정산,NXL,CVN,1070446
201901,14001718,익일정산,AHN,SHK,3259169
201902,12000551,익일정산,ZVX,SHK,45707785
201901,14001431,익일정산,TGT,SHK,1000
201901,14000517,익일정산,SHK,SHK,381007
201901,15201252,익일정산,EEB,IEK,1197847
201901,59000001,익일정산,KYG,CVN,1000
201901,12001288,익일정산,JVP,JVP,1000
201901,59000001,익일정산,ZDD,CAZ,1000
201901,12000056,익일정산,KYG,CVN,1000
201901,12001288,익일정산,HZI,BVI,36878879
201901,59000001,익일정산,BVI,CAZ,1000
201902,15201342,익일정산,KYG,HZO,340666
201902,15200321,익일정산,QDF,CVN,1465455
201901,21800021,익일정산,SHK,VEA,12147357
201901,12000032,익일정산,RII,IEK,797694
201901,52000001,익일정산,KYG,IEK,1000
201901,17000279,익일정산,XIE,IEK,1678789
201901,17000404,익일정산,QDF,IEK,1271035
201901,12000032,익일정산,IEK,QDF,106919794
201901,21900149,익일정산,HZI,IEK,2117306
201901,20000118,익일정산,CAZ,SHK,1353139
201901,17000013,익일정산,IGI,BVI,2010103
201901,12000869,익일정산,VEA,CVN,7891393
201901,14001268,익일정산,QDF,BVI,2682991
201902,20000011,익일정산,SCD,SHK,736592
201902,15300401,익일정산,JVP,IEK,8304906
201902,14001943,익일정산,XIE,VEA,21010
201901,12000063,익일정산,IUR,IEK,1529978
201901,12001288,익일정산,CVN,BVI,153950985
201901,12001361,익일정산,VEA,IEK,10675542
201901,15200435,익일정산,AHN,CVN,1000
201901,12000658,익일정산,IGI,SHK,2297329
201901,12000063,익일정산,IUR,KYG,749631
201901,12001271,익일정산,RII,IEK,1420711
201901,12000184,익일정산,EEB,VEA,2194470
201901,17000262,익일정산,GPM,CVN,8467072
201901,14001590,익일정산,CVN,IEK,215493
201902,12000610,익일정산,RII,JVP,23968534
201901,15300380,익일정산,FYT,CVN,13195185
201901,53000001,익일정산,FYT,CVN,1000
201901,12000340,익일정산,SCD,CVN,1138421
201901,15700018,익일정산,VEA,CVN,1598078
201902,21700024,익일정산,VEA,CVN,40770218
201901,14001275,익일정산,ZDD,IEK,1204989
201901,59000001,익일정산,TGT,BVI,1000
201902,15201342,익일정산,JVP,ZDD,1000
201901,15201342,익일정산,CAZ,KYG,1000
201901,14001936,익일정산,ZFS,BVI,547835
201901,14001251,익일정산,CVN,RII,8349843
201901,15201456,익일정산,IEK,CVN,26811936
201901,50000001,익일정산,EEB,EEB,1000
201901,50000001,익일정산,KYG,KYG,1000
201901,15201342,익일정산,KYG,HZO,2547201
201901,15201380,익일정산,CAZ,BVI,469123
201901,21900260,익일정산,ZDD,ZDD,51073
201901,17000442,익일정산,HZO,VEA,2383684
201901,12001385,익일정산,JVP,CVN,12126109
201902,17000127,익일정산,VEA,CVN,59532291
201901,15201252,익일정산,KYG,BVI,3675746
201901,15200013,익일정산,RII,SHK,1000
201901,17000369,익일정산,EEB,IEK,687372
201901,21000070,익일정산,JOR,BVI,1330115
201901,12000610,익일정산,JVP,VEA,5494242
201901,14000801,익일정산,IEK,IEK,2635122
201902,53000001,익일정산,IUR,IEK,1000
201901,12000229,익일정산,CVN,CVN,2727559
201901,11900083,익일정산,ZDD,CVN,1000
201902,50000001,익일정산,AHN,HZO,1000
201901,14000780,익일정산,JVP,JVP,1688698
201902,12000281,익일정산,CVN,JVP,973513
201902,12000603,익일정산,VEA,XIE,17645812
201901,15200307,익일정산,FYT,CVN,40343193
201901,12000845,익일정산,SHK,IEK,1418123
201901,15201342,익일정산,KYG,TGT,964284
201901,17000279,익일정산,VEA,BVI,527664
201901,17000383,익일정산,TGT,BVI,257538
201901,12000364,익일정산,KYG,IEK,1719809
201901,20000350,익일정산,JVP,IEK,37707383
201901,12000032,익일정산,SHK,CVN,90152794
201901,53000001,익일정산,JVP,VEA,445530
201901,12000814,익일정산,JVP,IEK,62970082
201901,50000001,익일정산,VEA,HZO,1287652
201902,15201456,익일정산,HZI,BVI,14719212
201901,21900035,익일정산,VEA,SHK,11543716
201902,53000001,익일정산,ZDD,IEK,1000
201901,15300328,익일정산,EEB,VEA,3673829
201902,11001184,익일정산,HZI,CBX,7739534
201901,15600011,익일정산,RBR,IEK,1000
201902,17000390,익일정산,ZVX,CVN,11038171
201901,12001295,익일정산,TGT,SHK,1000
201901,14000832,익일정산,GPM,CVN,1000
201901,15201342,익일정산,FLX,XIE,1000
201901,12000229,익일정산,HZI,VEA,37203000
201901,15201155,익일정산,CBX,CVN,825211
201901,15200262,익일정산,IDN,JVP,957701
201901,14001417,익일정산,HZI,JVP,640270
201902,15200314,익일정산,SHK,BVI,1686881
201901,50000001,익일정산,AHN,KYG,1779132
201901,11000710,익일정산,YCA,BVI,877258
201902,14001417,익일정산,IUR,SHK,13146292
201901,21900329,익일정산,SHK,BVI,2044275
201901,14001628,익일정산,HZI,CVN,8059
201901,14001417,익일정산,JVP,CVN,109897419
201901,15201456,익일정산,ZVX,CVN,1000
201901,20000011,익일정산,SCD,SHK,1715344
201901,20000222,익일정산,ZDD,XIE,141671
201901,15300328,익일정산,CAZ,VEA,1000
201902,14000797,익일정산,JVP,AHN,183095929
201901,15300418,익일정산,VEA,CVN,1000
201902,11000710,익일정산,IUR,BVI,3269593
201901,15201342,익일정산,KYG,ZDD,1000
201901,17000279,익일정산,KYG,CVN,1000
201901,15201342,익일정산,IDN,HZO,403813
201902,17000158,익일정산,HZI,FLX,6995592
201901,20000132,익일정산,SMH,BVI,1000
201901,14001787,익일정산,SHK,VEA,6292421
201902,20000471,익일정산,JVP,CVN,119555125
201901,12001392,익일정산,CVN,SHK,14637816
201901,12000032,익일정산,SHK,VEA,548340
201901,20000419,익일정산,VEA,IEK,27355653
201901,15301086,익일정산,KYG,SHK,900910
201901,15201155,익일정산,SMH,IEK,390212
201901,15200314,익일정산,IUR,KYG,2165204
201901,12000153,익일정산,KYG,VEA,484913
201901,12001112,익일정산,IDN,CVN,22661747
201901,15300892,익일정산,JVP,JVP,831527
201901,50000001,익일정산,VEA,EEB,1000
201901,20000028,익일정산,QOB,BVI,416810
201901,15201328,익일정산,RII,XIE,1000
201901,12000032,익일정산,SHK,HZI,2380613
201901,14001590,익일정산,CVN,JVP,9235467
201901,12000032,익일정산,SHK,VEA,1162264
201901,15700018,익일정산,HZO,VEA,1000
201901,12000333,익일정산,BVI,CBX,45665918
201901,15201252,익일정산,KFW,CVN,51993095
201901,20000374,익일정산,RII,KYG,2357728
201901,14001756,익일정산,ZDD,CVN,1363322
201901,20000132,익일정산,CBX,BVI,2587597
201901,14001185,익일정산,SMH,BVI,11579096
201901,17000158,익일정산,SHK,FYT,34972064
201901,12000520,익일정산,KYG,JVP,1000
201901,15201162,익일정산,RII,BVI,1000
201901,21900035,익일정산,JVP,VEA,6496884
201901,12000191,익일정산,VEA,VEA,10750672
201901,17000158,익일정산,ZVX,IEK,3213498
