BASE_YM,HNDE_BANKCD,TRAN_TYE_NM,TRAN_AMT
202110,XIE,지로납부,346848000
202110,MIQ,현금입금,544961000
202110,XIE,현금입금,1742813000
202110,NXL,현금지급/현금서비스,997070000
202110,FLX,지로납부,801385000
202110,VEA,기타,474016000
202110,JVP,기타,101552000
202110,TGT,계좌이체,2524480000
202110,NXL,계좌이체,5654735000
202110,AIG,계좌이체,1252779000
202110,IGI,계좌이체,320788000
202110,HZI,현금지급/현금서비스,898198610000
202110,MIQ,지로납부,165000
202110,HZI,현금입금,358773471000
202110,EEB,지로납부,15118434000
202110,KFW,계좌이체,124951000
202110,CAZ,계좌이체,537623571000
202110,CVN,계좌이체,696322874000
202110,IGI,현금입금,14042000
202110,SHK,계좌이체,862346874000
202110,SCD,지로납부,188000
202110,KFW,현금지급/현금서비스,154700000
202110,IGI,현금지급/현금서비스,86130000
202110,SHK,기타,97626000
202110,MIQ,현금지급/현금서비스,1163180000
202110,GPM,현금입금,2181224000
202110,ZDD,지로납부,8438279000
202110,ZVX,계좌이체,111731753000
202110,HZO,지로납부,5060668000
202110,SCD,계좌이체,6042074000
202110,GPM,계좌이체,23207724000
202110,ZDD,현금입금,5158122000
202110,JFG,계좌이체,42600000
202110,KYG,지로납부,2257961000
202110,FLX,기타,3887000
202110,ZVX,현금입금,11951075000
202110,ZVX,지로납부,8325331000
202110,KYG,계좌이체,83470065000
202110,FYT,계좌이체,250301968000
202110,PNA,현금입금,18057000
202110,IUR,계좌이체,1080462834000
202110,XIE,기타,45000
202110,QDF,계좌이체,388156728000
202110,CBX,계좌이체,10400000000
202110,HZI,기타,1907429000
202110,EEB,현금입금,99027557000
202110,JVP,현금입금,70586648000
202110,BVI,계좌이체,962098798000
202110,RII,계좌이체,178211202000
202110,NXL,현금입금,15138796000
202110,SHK,현금지급/현금서비스,401347290000
202110,SHK,현금입금,137921109000
202110,IEK,지로납부,51311140000
202110,IUR,현금지급/현금서비스,493499280000
202110,JVP,현금지급/현금서비스,175574870000
202110,HZI,지로납부,101220313000
202110,IUR,현금입금,198272183000
202110,JVP,계좌이체,760236352000
202110,VEA,지로납부,204589573000
202110,CAZ,현금지급/현금서비스,202576390000
202110,IEK,기타,46312000
202111,ZVX,지로납부,9342609000
202111,FLX,현금지급/현금서비스,9095510000
202111,CAZ,지로납부,6242119000
202111,FYT,기타,31179000
202111,KYG,지로납부,2364549000
202111,SHK,현금입금,139053584000
202111,SHK,현금지급/현금서비스,414327260000
202111,GPM,계좌이체,22992117000
202111,GPM,현금입금,2345417000
202111,CAZ,현금입금,91657986000
202111,GPM,현금지급/현금서비스,6244150000
202111,HZI,기타,2261102000
202111,ZDD,계좌이체,55293830000
202111,ZVX,계좌이체,118075061000
202111,EEB,지로납부,12633563000
202111,EEB,현금입금,99767431000
202111,JFG,계좌이체,156000000
202111,KYG,현금입금,11232621000
202111,KYG,계좌이체,86057056000
202111,NXL,현금입금,15648689000
202111,IUR,지로납부,6697349000
202111,VEA,현금입금,78541266000
202111,BVI,현금입금,120446455000
202111,SHK,지로납부,163197890000
202111,NXL,지로납부,132000
202111,AIG,계좌이체,1758656000
202111,FLX,현금입금,6016070000
202111,CVN,기타,161140000
202111,NXL,현금지급/현금서비스,1046360000
202111,HZO,지로납부,5116217000
202111,JVP,지로납부,101273466000
202111,CBX,계좌이체,11100000000
202111,RII,지로납부,8544995000
202111,ZDD,현금입금,5336209000
202111,QDF,지로납부,92407947000
202111,XIE,현금지급/현금서비스,8593330000
202111,RII,현금입금,34021929000
202111,ZDD,현금지급/현금서비스,12013830000
202111,FLX,기타,4466000
202111,HZO,현금입금,31512388000
202111,ZDD,기타,16656000
202111,PNA,계좌이체,406570000
202111,FYT,현금입금,47223997000
202111,KYG,현금지급/현금서비스,35694340000
202111,QDF,현금입금,39919395000
202111,SCD,현금입금,51799240000
202111,ZVX,현금입금,12323492000
202111,HZI,지로납부,98000912000
202111,JVP,현금지급/현금서비스,182466820000
202111,QDF,현금지급/현금서비스,72130740000
202111,AIG,현금입금,3363000
202111,MIQ,지로납부,2563000
202111,CVN,지로납부,41761063000
202111,KFW,현금입금,49950000
202111,SCD,현금지급/현금서비스,1251490000
202111,XIE,계좌이체,17046000000
202111,MIQ,현금지급/현금서비스,1203370000
202111,FYT,지로납부,12546004000
202111,XIE,기타,94000
202111,IGI,현금입금,38541000
202111,QOB,계좌이체,120360000
202111,IEK,현금지급/현금서비스,456727850000
202111,BVI,현금지급/현금서비스,336162940000
202111,CVN,계좌이체,708180822000
202111,AHN,계좌이체,2976802000
202111,SCD,계좌이체,6116659000
202111,IEK,현금입금,178945145000
202111,VEA,계좌이체,1075845524000
202111,XIE,지로납부,379329000
202111,KFW,현금지급/현금서비스,135430000
202111,MIQ,계좌이체,1299663000
202111,KFW,계좌이체,114542000
202111,HZO,계좌이체,209179575000
202111,QDF,기타,21214000
202111,IGI,계좌이체,150307000
202111,HZI,현금지급/현금서비스,918437770000
202111,TGT,지로납부,48054000
202111,RII,계좌이체,186611532000
202111,ZVX,현금지급/현금서비스,21709840000
202111,SHK,기타,114501000
202111,VEA,기타,599977000
202111,PNA,현금지급/현금서비스,75420000
202111,HZI,계좌이체,4781189853000
202111,FLX,지로납부,696194000
202111,HZO,기타,127852000
202111,AIG,현금지급/현금서비스,16510000
202111,JVP,기타,126243000
202111,NXL,계좌이체,5842319000
202111,IGI,현금지급/현금서비스,85160000
202111,HQI,계좌이체,323359000
202111,IEK,기타,60014000
202111,IUR,현금지급/현금서비스,512895200000
202111,BVI,기타,270993000
202111,ZDD,지로납부,7153362000
202111,CAZ,기타,162038000
202111,JVP,현금입금,72817460000
202111,TGT,현금입금,666616000
202111,VEA,현금지급/현금서비스,243335200000
202111,PNA,현금입금,47868000
202111,FYT,현금지급/현금서비스,105509850000
202111,FYT,계좌이체,259107695000
202111,SHK,계좌이체,880537898000
202111,QDF,계좌이체,407153092000
202111,KPQ,현금지급/현금서비스,268599700000
202111,CVN,현금입금,83514168000
202111,HZI,현금입금,360979113000
202111,IEK,계좌이체,1640351963000
202111,EEB,계좌이체,666313219000
202111,IUR,현금입금,202354783000
202111,BVI,계좌이체,981421386000
202111,XIE,현금입금,1774387000
202111,RII,현금지급/현금서비스,61368240000
202111,BVI,지로납부,53172115000
202111,TGT,현금지급/현금서비스,1627620000
202111,CAZ,현금지급/현금서비스,211073090000
202111,TGT,계좌이체,2999166000
202111,IEK,지로납부,66782332000
202111,EEB,기타,14421000
202111,CAZ,계좌이체,560983097000
202111,JVP,계좌이체,770501814000
202111,IUR,계좌이체,1125814834000
202111,MIQ,현금입금,614280000
202111,GPM,지로납부,187198000
202111,HZO,현금지급/현금서비스,91987280000
202111,EEB,현금지급/현금서비스,265840440000
202111,SCD,지로납부,252000
202111,VEA,지로납부,229839601000
202111,FLX,계좌이체,42940891000
202111,CVN,현금지급/현금서비스,267827030000
202112,HZO,지로납부,7338705000
202112,XIE,지로납부,821214000
202112,FLX,계좌이체,43622652000
202112,EEB,기타,14190000
202112,HZI,현금지급/현금서비스,940127130000
202112,KFW,현금입금,50590000
202112,FLX,기타,6933000
202112,QOB,계좌이체,115206000
202112,MIQ,현금입금,532013000
202112,GPM,지로납부,159251000
202112,TGT,현금입금,680010000
202112,HQI,계좌이체,411906000
202112,CVN,기타,265592000
202112,SHK,기타,129526000
202112,BVI,기타,321494000
202112,SCD,계좌이체,6022401000
202112,MIQ,계좌이체,1193272000
202112,JVP,기타,137096000
202112,GPM,계좌이체,25575137000
202112,KYG,지로납부,5471400000
202112,NXL,계좌이체,5902701000
202112,VEA,계좌이체,1115300150000
202112,IEK,계좌이체,1679775506000
202112,CAZ,계좌이체,593115102000
202112,HZO,현금지급/현금서비스,95009930000
202112,GPM,현금지급/현금서비스,6574030000
202112,FLX,지로납부,749662000
202112,ZVX,현금지급/현금서비스,22937880000
202112,MIQ,현금지급/현금서비스,1163290000
202112,IEK,기타,54965000
202112,FLX,현금지급/현금서비스,9455920000
202112,GPM,현금입금,2333161000
202112,NXL,현금입금,15263171000
202112,NXL,현금지급/현금서비스,991680000
202112,ZDD,현금지급/현금서비스,11943040000
202112,KPQ,현금지급/현금서비스,267220040000
202112,VEA,현금지급/현금서비스,254211100000
202112,SHK,현금지급/현금서비스,430601310000
202112,CAZ,현금입금,94587575000
202112,IUR,현금지급/현금서비스,519715540000
202112,EEB,계좌이체,668046330000
202112,JVP,현금지급/현금서비스,187252400000
202112,CVN,계좌이체,728265392000
202112,JVP,계좌이체,791249270000
202112,XIE,현금입금,1833595000
202112,EEB,지로납부,15141592000
202112,ZVX,계좌이체,117910552000
202112,PNA,지로납부,5000
202112,MIQ,지로납부,4977000
202112,KFW,현금지급/현금서비스,116220000
202112,HZO,계좌이체,217116065000
202112,CVN,현금지급/현금서비스,270942910000
202112,JFG,계좌이체,128000000
202112,AIG,현금입금,8528000
202112,AHN,계좌이체,3062586000
202112,IGI,현금지급/현금서비스,69590000
202112,HZO,현금입금,33240372000
202112,SCD,현금지급/현금서비스,1061470000
202112,XIE,현금지급/현금서비스,8874240000
202112,KYG,현금지급/현금서비스,36311450000
202112,TGT,지로납부,39945000
202112,PNA,현금입금,41128000
202112,PNA,현금지급/현금서비스,84680000
202112,CAZ,기타,169253000
202112,EEB,현금지급/현금서비스,269118430000
202112,CBX,계좌이체,10300000000
202112,SCD,지로납부,120000
202112,CAZ,현금지급/현금서비스,219071250000
202112,HZI,계좌이체,4948134967000
202112,ZVX,현금입금,12489613000
202112,SHK,계좌이체,899163827000
202112,HZI,현금입금,361840027000
202112,IUR,현금입금,206187087000
202112,HZI,지로납부,163366860000
202112,SHK,지로납부,210812257000
202112,BVI,계좌이체,991626287000
202112,SHK,현금입금,144101978000
202112,VEA,현금입금,81095622000
202112,QDF,현금지급/현금서비스,73345200000
202112,ZDD,계좌이체,57669033000
202112,QDF,지로납부,149477771000
202112,KYG,계좌이체,88440455000
202112,FYT,지로납부,15981921000
202112,IEK,지로납부,64995367000
202112,ZDD,지로납부,7899324000
202112,ZVX,지로납부,8286976000
202112,RII,지로납부,10068427000
202112,CVN,지로납부,53690105000
202112,EEB,현금입금,100692655000
202112,VEA,지로납부,253848238000
202112,VEA,기타,738867000
202112,IUR,계좌이체,1165893489000
202112,ZDD,현금입금,5456011000
202112,HZI,기타,2740275000
202112,BVI,현금지급/현금서비스,345110850000
202112,BVI,현금입금,125691647000
202112,IEK,현금지급/현금서비스,463806780000
202112,IUR,지로납부,9636500000
202112,RII,계좌이체,194403448000
202112,TGT,계좌이체,3145287000
202112,JVP,지로납부,62342281000
202112,QDF,계좌이체,414376259000
202112,SCD,현금입금,49805293000
202112,RII,현금지급/현금서비스,64135820000
202112,FYT,현금지급/현금서비스,107944030000
202112,CVN,현금입금,86147687000
202112,BVI,지로납부,63984194000
202112,IEK,현금입금,184170242000
202112,FLX,현금입금,6022740000
202112,CAZ,지로납부,10532664000
202112,FYT,현금입금,47858838000
202112,KYG,현금입금,11624830000
202112,FYT,계좌이체,266523629000
202112,RII,현금입금,34357238000
202112,KFW,계좌이체,105753000
202112,AIG,현금지급/현금서비스,19280000
202112,IGI,계좌이체,155783000
202112,QDF,현금입금,40915580000
202112,IGI,현금입금,19794000
202112,ZDD,기타,21042000
202112,QDF,기타,21407000
202112,FYT,기타,38509000
202112,HZO,기타,124720000
202112,PNA,계좌이체,494487000
202112,AIG,계좌이체,1478865000
202112,XIE,계좌이체,15950344000
202112,TGT,현금지급/현금서비스,1578140000
202112,JVP,현금입금,74044223000
202201,SHK,지로납부,188428600000
202201,IUR,계좌이체,1151019986000
202201,ZDD,현금입금,5443288000
202201,CVN,현금입금,84599293000
202201,GPM,현금지급/현금서비스,7882820000
202201,FYT,지로납부,20463293000
202201,GPM,계좌이체,23642052000
202201,ZDD,현금지급/현금서비스,14858910000
202201,SCD,계좌이체,6124764000
202201,MIQ,계좌이체,1373585000
202201,TGT,현금지급/현금서비스,1897650000
202201,XIE,계좌이체,15563818000
202201,TGT,계좌이체,2659997000
202201,XIE,현금입금,1755240000
202201,GPM,현금입금,2400289000
202201,CAZ,기타,163429000
202201,AIG,계좌이체,1448497000
202201,MIQ,현금입금,482679000
202201,IGI,현금지급/현금서비스,85820000
202201,HZI,기타,2636676000
202201,XIE,현금지급/현금서비스,9211280000
202201,FLX,계좌이체,42816290000
202201,JVP,지로납부,98419379000
202201,VEA,기타,548353000
202201,FYT,현금지급/현금서비스,127175690000
202201,RII,지로납부,12463240000
202201,JVP,기타,150190000
202201,KYG,현금입금,11526919000
202201,IEK,지로납부,68783597000
202201,ZDD,계좌이체,53844024000
202201,NXL,현금입금,14770162000
202201,FYT,기타,30345000
202201,BVI,기타,201856000
202201,MIQ,지로납부,882000
202201,SHK,기타,106308000
202201,IGI,현금입금,34674000
202201,IEK,기타,59243000
202201,XIE,지로납부,553791000
202201,GPM,지로납부,211272000
202201,FLX,지로납부,1073963000
202201,PNA,계좌이체,616160000
202201,IUR,현금지급/현금서비스,606559590000
202201,HZO,기타,82865000
202201,QOB,계좌이체,114348000
202201,IGI,계좌이체,172280000
202201,CAZ,지로납부,15324005000
202201,IUR,지로납부,14323981000
202201,SHK,현금입금,141989807000
202201,KYG,지로납부,3438823000
202201,CVN,지로납부,50087242000
202201,KYG,계좌이체,86115356000
202201,ZVX,현금지급/현금서비스,28193460000
202201,RII,현금지급/현금서비스,74099060000
202201,SCD,현금입금,49147038000
202201,ZVX,계좌이체,119622274000
202201,EEB,지로납부,21037392000
202201,NXL,계좌이체,6679288000
202201,SCD,현금지급/현금서비스,1079710000
202201,ZVX,현금입금,12381150000
202201,MIQ,현금지급/현금서비스,1374430000
202201,FLX,현금입금,5901287000
202201,AHN,계좌이체,2690090000
202201,PNA,현금지급/현금서비스,70720000
202201,HZO,지로납부,8531526000
202201,AIG,현금입금,2345000
202201,JVP,계좌이체,787846749000
202201,VEA,계좌이체,1080237025000
202201,EEB,기타,17815000
202201,HQI,계좌이체,342177000
202201,QDF,기타,13697000
202201,TGT,현금입금,627322000
202201,FLX,기타,8698000
202201,ZDD,기타,16007000
202201,KFW,계좌이체,100309000
202201,PNA,현금입금,33800000
202201,NXL,현금지급/현금서비스,1152320000
202201,TGT,지로납부,70427000
202201,CBX,계좌이체,9590000000
202201,KFW,현금지급/현금서비스,103880000
202201,KFW,현금입금,48940000
202201,NXL,지로납부,120000
202201,PNA,지로납부,3000
202201,SCD,지로납부,120000
202201,CAZ,계좌이체,569442870000
202201,BVI,계좌이체,976482444000
202201,AIG,현금지급/현금서비스,15960000
202201,CVN,기타,156438000
202201,ZDD,지로납부,9290345000
202201,EEB,계좌이체,627896819000
202201,IEK,현금지급/현금서비스,517712670000
202201,QDF,계좌이체,413036355000
202201,FYT,현금입금,47523854000
202201,JVP,현금입금,72163550000
202201,CAZ,현금입금,91058395000
202201,ZVX,지로납부,12233183000
202201,VEA,현금지급/현금서비스,293039710000
202201,EEB,현금지급/현금서비스,308345540000
202201,QDF,지로납부,78789002000
202201,CAZ,현금지급/현금서비스,248021270000
202201,KYG,현금지급/현금서비스,40872720000
202201,FYT,계좌이체,259112413000
202201,RII,현금입금,33537777000
202201,HZO,현금지급/현금서비스,98022380000
202201,VEA,현금입금,79014864000
202201,BVI,지로납부,64594010000
202201,FLX,현금지급/현금서비스,10438340000
202201,QDF,현금지급/현금서비스,89624150000
202201,CVN,현금지급/현금서비스,287503050000
202201,VEA,지로납부,251952855000
202201,RII,계좌이체,195089305000
202201,JVP,현금지급/현금서비스,200396950000
202201,BVI,현금지급/현금서비스,388969630000
202201,KPQ,현금지급/현금서비스,273410340000
202201,HZI,현금지급/현금서비스,1158743470000
202201,IUR,현금입금,208933504000
202201,EEB,현금입금,101596788000
202201,CVN,계좌이체,718043459000
202201,HZI,계좌이체,4776173846000
202201,IEK,현금입금,184260137000
202201,HZI,현금입금,355887792000
202201,HZO,현금입금,30926103000
202201,HZO,계좌이체,203607966000
202201,QDF,현금입금,40496511000
202201,SHK,현금지급/현금서비스,460908590000
202201,JFG,계좌이체,275000000
202201,SHK,계좌이체,893515343000
202201,HZI,지로납부,254065445000
202201,IEK,계좌이체,1677735261000
202201,BVI,현금입금,125126058000
202202,ZVX,현금지급/현금서비스,18029960000
202202,NXL,현금지급/현금서비스,1079810000
202202,GPM,현금지급/현금서비스,5749400000
202202,GPM,현금입금,2466354000
202202,ZDD,현금지급/현금서비스,9892540000
202202,FLX,계좌이체,36642323000
202202,SCD,현금지급/현금서비스,852980000
202202,RII,현금지급/현금서비스,53639670000
202202,XIE,현금입금,1894067000
202202,KYG,지로납부,2664186000
202202,JVP,지로납부,71823373000
202202,HZO,지로납부,6480445000
202202,CAZ,지로납부,7954627000
202202,ZVX,현금입금,14133236000
202202,HZI,기타,2926818000
202202,SHK,지로납부,132920216000
202202,QDF,지로납부,111800464000
202202,FYT,지로납부,14278594000
202202,TGT,현금지급/현금서비스,1414990000
202202,NXL,현금입금,14385430000
202202,HZI,지로납부,114796366000
202202,HZO,계좌이체,173027110000
202202,EEB,지로납부,14695056000
202202,IEK,지로납부,44524329000
202202,ZDD,계좌이체,46314351000
202202,HZO,현금지급/현금서비스,78508770000
202202,IUR,지로납부,9096878000
202202,ZVX,계좌이체,98867046000
202202,GPM,계좌이체,19655143000
202202,NXL,계좌이체,5259033000
202202,VEA,기타,705145000
202202,ZVX,지로납부,8280200000
202202,FYT,기타,44017000
202202,XIE,현금지급/현금서비스,7008490000
202202,HZO,기타,146165000
202202,HQI,계좌이체,268559000
202202,MIQ,현금입금,480486000
202202,FLX,현금입금,6601637000
202202,JFG,계좌이체,263000000
202202,KFW,현금입금,52120000
202202,NXL,지로납부,33000
202202,QDF,현금지급/현금서비스,60486070000
202202,SCD,지로납부,198000
202202,KFW,현금지급/현금서비스,86210000
202202,XIE,계좌이체,12236854000
202202,AIG,현금입금,5181000
202202,SCD,계좌이체,5663558000
202202,BVI,기타,226056000
202202,AHN,계좌이체,1934674000
202202,IGI,현금지급/현금서비스,39490000
202202,ZDD,지로납부,6404838000
202202,SHK,기타,109821000
202202,CBX,계좌이체,8840000000
202202,ZDD,현금입금,5870469000
202202,HZI,계좌이체,3974478393000
202202,FLX,지로납부,887010000
202202,SHK,현금지급/현금서비스,347865190000
202202,GPM,지로납부,195195000
202202,VEA,계좌이체,914285666000
202202,EEB,현금지급/현금서비스,231705310000
202202,CAZ,계좌이체,478481071000
202202,QDF,계좌이체,352920063000
202202,HZI,현금지급/현금서비스,785092350000
202202,SHK,계좌이체,761556063000
202202,QDF,현금입금,45617363000
202202,IUR,계좌이체,963752728000
202202,JVP,계좌이체,661968930000
202202,IGI,계좌이체,103931000
202202,EEB,현금입금,104398945000
202202,CVN,현금입금,88779465000
202202,FLX,기타,6925000
202202,FYT,계좌이체,218637392000
202202,IGI,현금입금,15176000
202202,PNA,계좌이체,389621000
202202,KPQ,현금지급/현금서비스,217105270000
202202,IEK,계좌이체,1414640214000
202202,CVN,계좌이체,612113591000
202202,CAZ,현금지급/현금서비스,181619340000
202202,IEK,현금지급/현금서비스,383624060000
202202,BVI,현금지급/현금서비스,270607270000
202202,AIG,현금지급/현금서비스,2350000
202202,QOB,계좌이체,77012000
202202,MIQ,지로납부,2494000
202202,VEA,지로납부,192635349000
202202,EEB,계좌이체,547077726000
202202,JVP,현금지급/현금서비스,151064680000
202202,IEK,현금입금,192014410000
202202,CVN,현금지급/현금서비스,214942350000
202202,BVI,계좌이체,833189251000
202202,TGT,지로납부,47312000
202202,QDF,기타,34228000
202202,IUR,현금지급/현금서비스,439459280000
202202,SHK,현금입금,149979523000
202202,KFW,계좌이체,126207000
202202,EEB,기타,22882000
202202,ZDD,기타,19616000
202202,PNA,현금입금,50429000
202202,PNA,현금지급/현금서비스,51460000
202202,XIE,지로납부,413565000
202202,AIG,계좌이체,964505000
202202,MIQ,현금지급/현금서비스,1013970000
202202,MIQ,계좌이체,1099413000
202202,TGT,현금입금,651553000
202202,VEA,현금입금,80511878000
202202,TGT,계좌이체,2520476000
202202,CVN,기타,213924000
202202,JVP,기타,168768000
202202,CAZ,기타,192905000
202202,KYG,현금입금,12000463000
202202,BVI,현금입금,130337877000
202202,IEK,기타,70277000
202202,KYG,계좌이체,70046327000
202202,FYT,현금입금,50863628000
202202,HZI,현금입금,363832579000
202202,VEA,현금지급/현금서비스,207960380000
202202,IUR,현금입금,215920154000
202202,SCD,현금입금,47499518000
202202,RII,계좌이체,165177128000
202202,KYG,현금지급/현금서비스,29793400000
202202,FYT,현금지급/현금서비스,90558610000
202202,CAZ,현금입금,91020876000
202202,CVN,지로납부,32173635000
202202,BVI,지로납부,42853261000
202202,RII,지로납부,6828721000
202202,RII,현금입금,35863214000
202202,HZO,현금입금,33525236000
202202,FLX,현금지급/현금서비스,7455650000
202202,JVP,현금입금,74295956000
202203,PNA,현금지급/현금서비스,73130000
202203,PNA,현금입금,33050000
202203,IGI,현금지급/현금서비스,50460000
202203,AIG,계좌이체,1143554000
202203,GPM,지로납부,180792000
202203,XIE,지로납부,175945000
202203,KFW,현금지급/현금서비스,140620000
202203,FLX,기타,8359000
202203,TGT,현금지급/현금서비스,1468680000
202203,ZDD,기타,18687000
202203,MIQ,현금입금,516637000
202203,TGT,현금입금,706112000
202203,CVN,기타,138955000
202203,PNA,계좌이체,447272000
202203,FLX,지로납부,666017000
202203,HQI,계좌이체,371094000
202203,ZDD,현금입금,5225837000
202203,XIE,현금지급/현금서비스,7276330000
202203,KYG,현금입금,11159549000
202203,CAZ,지로납부,6210509000
202203,EEB,지로납부,21073817000
202203,GPM,현금지급/현금서비스,6404770000
202203,FLX,현금입금,5730150000
202203,ZVX,현금입금,11792257000
202203,FLX,계좌이체,38240618000
202203,XIE,계좌이체,12741377000
202203,RII,지로납부,7239139000
202203,NXL,계좌이체,5250714000
202203,AHN,계좌이체,2283177000
202203,FYT,지로납부,9559856000
202203,VEA,기타,660739000
202203,MIQ,계좌이체,1208296000
202203,BVI,기타,227522000
202203,ZDD,지로납부,6503092000
202203,SCD,계좌이체,5381759000
202203,JVP,기타,163520000
202203,IGI,현금입금,24108000
202203,VEA,계좌이체,994328341000
202203,TGT,지로납부,23997000
202203,HZO,지로납부,8825125000
202203,CVN,계좌이체,658348153000
202203,HZI,지로납부,91068690000
202203,IEK,현금입금,177741513000
202203,BVI,현금입금,120418520000
202203,EEB,계좌이체,594014995000
202203,QDF,계좌이체,379950220000
202203,GPM,계좌이체,21693664000
202203,BVI,계좌이체,908418945000
202203,FYT,현금입금,45881729000
202203,SCD,현금입금,51031916000
202203,HZI,현금지급/현금서비스,880776490000
202203,JVP,계좌이체,731102195000
202203,CAZ,계좌이체,532819789000
202203,HZI,계좌이체,4385102624000
202203,QDF,지로납부,157923014000
202203,HZI,기타,2577533000
202203,RII,계좌이체,176799502000
202203,RII,현금지급/현금서비스,57608560000
202203,IGI,계좌이체,88231000
202203,KFW,계좌이체,55595000
202203,XIE,기타,167000
202203,EEB,기타,22965000
202203,PNA,지로납부,2000
202203,CBX,계좌이체,10000000000
202203,QDF,기타,20553000
202203,QOB,계좌이체,121876000
202203,MIQ,지로납부,6265000
202203,MIQ,현금지급/현금서비스,1008710000
202203,GPM,현금입금,2506845000
202203,FLX,현금지급/현금서비스,8318220000
202203,ZDD,계좌이체,52154651000
202203,HZO,기타,159838000
202203,KYG,현금지급/현금서비스,33111870000
202203,IUR,지로납부,7094239000
202203,FYT,기타,43384000
202203,SCD,현금지급/현금서비스,1097600000
202203,KFW,현금입금,36730000
202203,NXL,현금입금,15377900000
202203,CAZ,현금지급/현금서비스,201371850000
202203,BVI,현금지급/현금서비스,305227520000
202203,IEK,계좌이체,1536183803000
202203,VEA,현금입금,78797383000
202203,IUR,현금지급/현금서비스,493324800000
202203,CVN,현금지급/현금서비스,243155480000
202203,VEA,현금지급/현금서비스,240502200000
202203,SHK,계좌이체,817840306000
202203,ZVX,계좌이체,108973037000
202203,EEB,현금지급/현금서비스,260470740000
202203,IEK,현금지급/현금서비스,436306940000
202203,IUR,계좌이체,1063285828000
202203,SCD,지로납부,113000
202203,FYT,계좌이체,234557754000
202203,NXL,현금지급/현금서비스,1589440000
202203,SHK,기타,99029000
202203,CAZ,기타,197122000
202203,AIG,현금지급/현금서비스,4960000
202203,KPQ,현금지급/현금서비스,263772760000
202203,ZDD,현금지급/현금서비스,10834740000
202203,IEK,기타,71970000
202203,HZO,현금지급/현금서비스,86112640000
202203,AIG,현금입금,2776000
202203,QDF,현금지급/현금서비스,66101050000
202203,JVP,현금지급/현금서비스,169424580000
202203,JFG,계좌이체,419000000
202203,CAZ,현금입금,91179950000
202203,KYG,지로납부,1454487000
202203,ZVX,지로납부,8935597000
202203,RII,현금입금,33520709000
202203,SHK,현금지급/현금서비스,388642540000
202203,QDF,현금입금,39051565000
202203,TGT,계좌이체,1928724000
202203,IUR,현금입금,206626158000
202203,EEB,현금입금,100606914000
202203,JVP,지로납부,76865771000
202203,XIE,현금입금,1664302000
202203,KYG,계좌이체,77122680000
202203,BVI,지로납부,39572858000
202203,ZVX,현금지급/현금서비스,20797630000
202203,CVN,현금입금,80816851000
202203,VEA,지로납부,215036425000
202203,SHK,지로납부,132405336000
202203,SHK,현금입금,139029154000
202203,FYT,현금지급/현금서비스,98074030000
202203,CVN,지로납부,33274742000
202203,JVP,현금입금,72651124000
202203,HZO,계좌이체,191295496000
202203,IEK,지로납부,56630130000
202203,HZO,현금입금,31581689000
202203,HZI,현금입금,360178768000
202204,NXL,현금입금,15680652000
202204,TGT,현금입금,607595000
202204,XIE,지로납부,270939000
202204,QOB,계좌이체,112176000
202204,AIG,현금지급/현금서비스,8880000
202204,PNA,현금지급/현금서비스,79790000
202204,GPM,지로납부,191188000
202204,FYT,기타,26880000
202204,AIG,계좌이체,1145982000
202204,BVI,기타,167553000
202204,XIE,현금지급/현금서비스,7784450000
202204,SCD,현금지급/현금서비스,1180310000
202204,ZVX,지로납부,10466448000
202204,SCD,계좌이체,5328480000
202204,ZDD,지로납부,7314148000
202204,ZDD,현금입금,5247164000
202204,ZDD,현금지급/현금서비스,11817220000
202204,HQI,계좌이체,341879000
202204,IGI,계좌이체,184153000
202204,VEA,현금지급/현금서비스,262756410000
202204,PNA,현금입금,53241000
202204,IUR,지로납부,6665442000
202204,KYG,계좌이체,74586228000
202204,GPM,현금지급/현금서비스,6922260000
202204,ZVX,현금지급/현금서비스,22064670000
202204,KYG,현금지급/현금서비스,34841050000
202204,EEB,계좌이체,588477665000
202204,EEB,현금지급/현금서비스,278833840000
202204,RII,현금입금,33014065000
202204,JVP,현금지급/현금서비스,180839460000
202204,EEB,현금입금,101491090000
202204,CAZ,지로납부,6562267000
202204,CAZ,계좌이체,526361161000
202204,HZO,현금지급/현금서비스,92083120000
202204,QDF,계좌이체,362614274000
202204,CVN,계좌이체,628176605000
202204,HZI,계좌이체,4287812728000
202204,CVN,현금지급/현금서비스,251731130000
202204,CBX,계좌이체,11200000000
202204,KFW,계좌이체,62137000
202204,IGI,현금입금,15140000
202204,JVP,지로납부,126149361000
202204,KPQ,현금지급/현금서비스,300319600000
202204,HZI,현금입금,368385089000
202204,QDF,현금입금,39209144000
202204,QDF,현금지급/현금서비스,71141380000
202204,ZVX,계좌이체,105668317000
202204,KYG,현금입금,11055174000
202204,CAZ,현금입금,91592466000
202204,HZI,현금지급/현금서비스,951753390000
202204,EEB,지로납부,17097353000
202204,IUR,현금지급/현금서비스,525806370000
202204,IUR,계좌이체,1039853219000
202204,BVI,현금입금,120748778000
202204,HZO,현금입금,31981160000
202204,HZO,지로납부,8445785000
202204,SHK,지로납부,160829974000
202204,ZDD,계좌이체,50296434000
202204,BVI,현금지급/현금서비스,329747480000
202204,HZO,계좌이체,190882385000
202204,IEK,현금입금,178604635000
